13.972,11.134,8.9207,7.3049,5.8588,3.5283,1.2415,1.2296,1.8132,0.73107,-2.1379,-4.5358,-5.3066,-5.2259,-4.2276,-1.1835,3.0533,6.6456,7.2916,6.4964,6.8272,6.832,4.5391,2.2549,2.2995,3.2969,3.079,0.19712,-4.0867,-5.2178,-2.1185,2.0066,4.0546,3.6646,1.593,-1.6521,-5.4444,-7.912,-7.9169,-7.4138,-9.3016,-12.161,-11.934,-8.7695,-4.8584,-1.5428,0.67312,1.2591,0.40315,-1.0821,-1.9174,-3.4689,-5.5989,-3.4891,2.6213,7.0602,8.04,8.2137,8.8737,10.344,12.207,14.527,16.087,14.423
19.204,14.296,10.944,11.129,13.957,16.131,15.456,12.179,7.8272,4.6966,3.8158,4.0054,3.9601,3.4197,2.7853,2.8099,3.2924,3.9249,4.3238,4.9093,6.4676,8.5529,10.167,11.418,13.31,14.687,14.061,11.315,7.3343,4.0886,2.9955,4.367,7.1323,9.3448,8.6223,3.761,-3.2792,-8.2604,-9.0383,-7.7477,-8.2268,-10.979,-13.259,-13.286,-10.776,-6.5916,-3.0768,-2.8012,-5.6901,-8.9478,-9.8985,-9.2735,-9.0945,-8.0889,-5.1251,-2.6016,-2.0607,-2.0166,-1.8663,-1.7445,-1.0931,0.66649,3.0556,4.8974
18.434,17.706,15.387,13.682,14.219,15.773,15.935,13.252,8.8342,5.9475,5.8774,6.4776,5.3234,3.5616,4.0914,6.9809,9.4114,10.407,10.749,10.632,9.9048,8.458,6.4966,4.5836,3.4071,2.8077,2.0593,0.50526,-1.8646,-3.9956,-4.6023,-3.7229,-2.445,-1.5828,-2.0635,-3.8931,-5.0039,-3.4495,-0.11058,1.5686,-0.71729,-5.3575,-8.5911,-8.237,-4.7818,-0.49257,2.177,2.1973,0.08526,-2.5959,-4.1181,-4.0966,-2.9204,-0.87527,0.7429,0.59308,-0.71517,-1.728,-1.9103,-1.1231,0.66077,2.4013,2.6377,1.529
24.84,23.354,22.445,23.181,24.88,25.986,25.91,24.97,23.626,22.295,20.897,18.582,14.914,11.413,9.9676,11.048,13.359,15.18,15.175,13.479,11.188,9.071,7.5185,6.1905,4.5052,2.4917,1.0614,0.43942,-0.30292,-1.4275,-2.5502,-3.4158,-3.7092,-3.2831,-3.0597,-3.8927,-5.0641,-4.6868,-2.3301,-0.20458,-0.40062,-2.3449,-3.8962,-4.1108,-3.3289,-2.1845,-1.5293,-1.9285,-3.3736,-5.1761,-6.2132,-6.2478,-5.6584,-4.3745,-3.0497,-3.0277,-4.4397,-5.8675,-6.0816,-4.6811,-1.9328,1.1682,2.8998,2.493
5.1834,3.7209,3.1627,3.6315,4.7077,5.7566,6.4868,6.7984,6.4586,5.3771,3.9973,2.8508,2.0884,1.832,2.1943,3.2664,4.6634,5.4638,4.9842,3.5488,2.0236,1.2781,1.7758,2.7917,3.0278,2.2396,1.5185,1.5611,1.7409,1.491,0.91978,0.11195,-0.54595,-0.27377,0.50156,0.59048,-0.29181,-1.229,-1.4844,-1.4639,-1.8131,-2.5309,-3.229,-3.7472,-3.8312,-3.1292,-2.0396,-1.4062,-1.484,-1.8448,-2.0552,-2.2628,-2.4787,-2.0225,-0.90118,0.076699,0.59058,0.87944,1.0362,1.029,1.1994,1.843,2.3672,2.1421
12.886,5.6051,0.095223,-0.39209,2.9539,5.7585,5.1691,2.0799,-0.66467,-1.8705,-2.3653,-2.8589,-3.1033,-2.3213,-1.0823,-0.16867,0.46359,0.86961,0.5367,0.11222,0.54889,1.5143,1.9812,1.6562,0.98447,0.16991,-0.4113,-0.81915,-1.8147,-2.5842,-1.9818,-0.42176,1.0986,1.7665,0.85141,-0.95272,-1.6511,-0.19315,2.3025,3.2189,1.1692,-2.3786,-4.6426,-4.1594,-1.6729,0.79062,1.9113,1.8762,0.88981,-0.87693,-2.64,-3.5,-2.5455,0.19978,2.5425,2.2771,0.40377,-0.4737,0.18269,1.5573,2.8767,3.2336,2.273,0.9161
19.759,13.071,6.4622,6.2263,12.516,17.903,18.147,15.099,12.377,11.216,9.8538,7.3328,4.4105,2.1684,1.2147,1.9092,2.4329,1.6449,1.8679,4.7298,8.1743,9.3429,6.974,2.2622,-1.2102,-0.9629,0.81063,0.94215,-0.22541,-1.6063,-2.2005,-1.7149,-1.4587,-2.3892,-4.4957,-6.5525,-6.848,-4.767,-1.57,-0.1448,-2.0836,-5.1648,-5.3878,-2.0355,1.8556,4.575,4.8233,1.7161,-2.6716,-5.1906,-4.9375,-4.6078,-5.1786,-4.549,-2.0331,0.781,1.933,1.0418,-0.35479,-0.39221,2.0944,5.3648,5.3555,2.2769
-23.553,-27.813,-30.248,-31.124,-31.359,-31.397,-31.45,-31.088,-29.983,-28.793,-28.069,-27.606,-26.934,-25.852,-23.972,-21.226,-18.212,-15.399,-12.991,-10.509,-7.7634,-5.1231,-2.9993,-1.49,-0.51058,0.0038707,0.40313,0.83344,1.1523,2.0753,4.0874,6.1173,7.012,6.8327,6.1479,5.6529,5.9842,7.2165,8.5,8.516,7.0763,5.5126,5.0826,5.6638,6.3165,6.5975,6.5327,6.1051,5.1502,3.7819,2.5063,1.7145,1.8631,3.1737,4.6193,4.7737,3.8128,2.9347,2.3282,1.6364,0.88126,0.25484,-0.13157,-0.015184
3.0294,3.1375,2.0602,0.62806,-0.30115,-0.63349,-0.29778,0.80683,2.0379,2.1505,0.36811,-2.5863,-5.205,-6.6385,-6.8553,-6.0931,-4.7505,-3.719,-3.1061,-2.3818,-1.7021,-1.5186,-1.7419,-1.9017,-1.6983,-1.0374,-0.13168,0.65077,0.95,0.8824,1.2668,2.3009,3.1033,3.2718,2.9195,1.8586,-0.028673,-1.908,-2.7219,-2.6923,-2.7289,-2.8007,-2.0522,-0.27288,1.5829,2.6519,2.7658,1.8826,0.29151,-1.1616,-1.7438,-1.4799,-0.65825,0.50668,1.4887,1.7842,1.9061,2.4768,3.0078,2.7122,1.9384,1.7675,2.5569,3.6741
-19.829,-21.743,-23.711,-25.482,-25.545,-24.052,-22.871,-23.309,-25.214,-26.985,-26.98,-26.046,-25.125,-24.282,-23.265,-21.965,-20.62,-19.033,-16.437,-12.418,-7.8989,-4.2025,-2.3582,-2.2237,-2.653,-2.6411,-1.7787,-0.2509,1.6368,4.1486,7.1314,9.1662,9.2339,7.9817,6.3935,5.3823,5.6261,6.943,8.368,8.4407,6.4473,3.4281,1.4446,1.7514,3.7461,6.0579,7.444,7.2243,5.7888,4.0163,2.3468,0.63252,-0.23474,0.8883,3.126,4.6395,5.166,5.4216,5.446,5.1672,4.8181,4.2559,3.0667,1.6914
